Название,Ссылка,Id,Автор,Дата подачи,Дата публикации
Бронебойный снаряд для нарезного огнестрельного...,https://yandex.ru/patents/doc/RU116991U1_20120610,RU116991U1,Волохов Валерий Анатольевич (RU),2010.10.04,2012.06.10
Способ изготовления каналов стволов...,https://yandex.ru/patents/doc/SU1181765A1_19850930,SU1181765A1,,1983.07.13,1985.09.30
Пуля охотничьего патрона для нарезного...,https://yandex.ru/patents/doc/RU2067282C1_19960927,RU2067282C1,Бабкин Владимир Иванович,1993.08.04,1996.09.27
СТРЕЛКОВОЕ ОРУЖИЕ,https://yandex.ru/patents/doc/RU2002128937A_20040427,RU2002128937A,,2002.10.28,2004.04.27
Монтажное приспособление для съемного крепления...,https://yandex.ru/patents/doc/RU2572001C2_20151227,RU2572001C2,ТРАПП Флориан (DE),2013.04.29,2015.12.27
Электрическое стреляющее устройство к...,https://yandex.ru/patents/doc/SU354251A1_19721009,SU354251A1,,1970.05.18,1972.10.09
Прицел для спортивного оружия,https://yandex.ru/patents/doc/RU2552979C1_20150610,RU2552979C1,ДМИТРИЕВ ВИКТОР ИВАНОВИЧ (RU),2014.01.28,2015.06.10
Пиротехнический ударный воспламенительный состав...,https://yandex.ru/patents/doc/RU2086523C1_19970810,RU2086523C1,Баскаков Ю.М.,1996.01.29,1997.08.10
Пуля для гладкоствольного оружия,https://yandex.ru/patents/doc/RU149906U1_20150120,RU149906U1,Борейша Александр Эдуардович (RU),2014.06.30,2015.01.20
РЕВОЛЬВЕР,https://yandex.ru/patents/doc/RU2112196C1_19980527,RU2112196C1,Зотов С.В.,1996.04.09,1998.05.27
ЛОЖА ОРУЖИЯ,https://yandex.ru/patents/doc/RU2435126C2_20111127,RU2435126C2,Глухов Александр Владимирович (RU),2010.05.07,2011.11.27
Пуля охотничьего патрона для нарезного...,https://yandex.ru/patents/doc/RU2100768C1_19971227,RU2100768C1,Семеняко А.И.,1995.12.28,1997.12.27
Спусковой механизм автоматического огнестрельного...,https://yandex.ru/patents/doc/SU23161A1_19310930,SU23161A1,,1929.03.05,1931.09.30
Артиллерийский снаряд к нарезному оружию,https://yandex.ru/patents/doc/RU206809U1_20210928,RU206809U1,Гуськов Анатолий Васильевич (RU),2021.03.15,2021.09.28
Способ защиты объекта радиосвязи от...,https://yandex.ru/patents/doc/RU2516265C2_20140520,RU2516265C2,Михайлов Анатолий Александрович (RU),2012.05.10,2014.05.20
Спусковой механизм для многоствольного...,https://yandex.ru/patents/doc/RU2272233C2_20060320,RU2272233C2,Захарян Аркадий Константинович (RU),2004.02.13,2006.03.20
Клапанный механизм для пневматического...,https://yandex.ru/patents/doc/RU2169331C1_20010620,RU2169331C1,Стерхов В.А.,2000.04.17,2001.06.20
Механизм фиксации магазина стрелкового...,https://yandex.ru/patents/doc/RU2127410C1_19990310,RU2127410C1,Ярыгин В.А.,1997.10.21,1999.03.10
Пороховой заряд к легкогазовому оружию,https://yandex.ru/patents/doc/RU2487855C1_20130720,RU2487855C1,Староверов Николай Евгеньевич (RU),2012.02.21,2013.07.20
Предохранительное устройство для пневматического...,https://yandex.ru/patents/doc/SU622325A1_19791130,SU622325A1,,1977.01.07,1979.11.30
Пороховой заряд к легкогазовому оружию,https://yandex.ru/patents/doc/RU2488572C1_20130727,RU2488572C1,Староверов Николай Евгеньевич (RU),2012.02.21,2013.07.27
Устройство для проверки правильности канала...,https://yandex.ru/patents/doc/SU49273A1_19360831,SU49273A1,,1935.02.15,1936.08.31
Способ упрочнения стволов огнестрельного...,https://yandex.ru/patents/doc/RU2499968C1_20131127,RU2499968C1,Ненашев Максим Владимирович (RU),2012.07.13,2013.11.27
Способ уничтожения биологического оружия,https://yandex.ru/patents/doc/RU93027753A_19951127,RU93027753A,,1993.05.18,1995.11.27
Предохранительное устройство для...,https://yandex.ru/patents/doc/SU1709172A1_19920130,SU1709172A1,,1987.12.21,1992.01.30
Ударно-спусковой механизм стрелкового...,https://yandex.ru/patents/doc/RU2339891C2_20081127,RU2339891C2,Габдрахманов Рафаил Рахимзянович (RU),2006.11.27,2008.11.27
Станок для чистки канала ствола стрелкового...,https://yandex.ru/patents/doc/SU119101A1_19590101,SU119101A1,,1958.05.15,1959.01.01
Устройство магазина огнестрельного оружия,https://yandex.ru/patents/doc/RU2545209C1_20150327,RU2545209C1,Алексютин Евгений Валерьевич (RU),2013.08.20,2015.03.27
Устройство обнаружения носимых осколочных...,https://yandex.ru/patents/doc/RU178956U1_20180427,RU178956U1,Щербаков Григорий Николаевич (RU),2018.01.12,2018.04.27
Устройство крепления магазина к оружию,https://yandex.ru/patents/doc/SU1019909A2_19860107,SU1019909A2,,1981.10.08,1986.01.07
Прицел для стрелкового оружия,https://yandex.ru/patents/doc/SU1713330A1_19960127,SU1713330A1,,1990.02.27,1996.01.27
Способ демонтажа патронов стрелкового...,https://yandex.ru/patents/doc/RU2410637C1_20110127,RU2410637C1,Комаров Генадий Васильевич (RU),2009.11.10,2011.01.27
Броня для защиты от поражения огнестрельным...,https://yandex.ru/patents/doc/RU133274U1_20131010,RU133274U1,РАВИД Моше (IL),2013.02.11,2013.10.10
Гильза металлическая для патронов к...,https://yandex.ru/patents/doc/RU736U1_19950816,RU736U1,Захарьящев В.В.,1993.04.05,1995.08.16
Ударно-спусковой механизм стрелкового...,https://yandex.ru/patents/doc/RU2672146C1_20181112,RU2672146C1,Шамаев Владимир Александрович (RU),2018.01.25,2018.11.12
Спусковое устройство стрелкового оружия,https://yandex.ru/patents/doc/RU2365848C2_20090827,RU2365848C2,ЦЕХ Майнрад (DE),2005.12.05,2009.08.27
Система управления оружием,https://yandex.ru/patents/doc/RU2179335C1_20020210,RU2179335C1,Тарасов В.В.,2000.06.05,2002.02.10
Регулируемый прицел для оружия,https://yandex.ru/patents/doc/RU2064645C1_19960727,RU2064645C1,Цупрун В.М.,1993.02.17,1996.07.27
Осколочно-фугасный снаряд к гладкоствольному...,https://yandex.ru/patents/doc/RU199619U1_20200909,RU199619U1,Гуськов Анатолий Васильевич (RU),2020.05.26,2020.09.09
Патрон стрелкового оружия,https://yandex.ru/patents/doc/RU2659289C1_20180629,RU2659289C1,Михайленко Владимир Иванович (RU),2017.05.22,2018.06.29
Артиллерийский снаряд к нарезному оружию,https://yandex.ru/patents/doc/RU2382325C2_20100220,RU2382325C2,Брызжев Александр Владимирович (RU),2008.01.21,2010.02.20
Способ получения сферического пороха для патронов...,https://yandex.ru/patents/doc/RU2604235C2_20161210,RU2604235C2,Староверов Александр Александрович (RU),2015.01.28,2016.12.10
Узел крепления мушки на стволе оружия,https://yandex.ru/patents/doc/RU2376547C2_20091220,RU2376547C2,Попович Евгений Антонович (RU),2008.02.18,2009.12.20
Способ уничтожения токсичных химических веществ и...,https://yandex.ru/patents/doc/RU2058052C1_19960410,RU2058052C1,Адамский В.Б.,1992.10.08,1996.04.10
Пуля для патронов стрелкового оружия,https://yandex.ru/patents/doc/RU2072507C1_19970127,RU2072507C1,Веронский Д.И.,1993.06.15,1997.01.27
Кобура для стрелкового оружия,https://yandex.ru/patents/doc/RU26339U1_20021127,RU26339U1,Тужиков Е.А.,2002.06.05,2002.11.27
Патрон стрелкового оружия,https://yandex.ru/patents/doc/RU2235966C2_20040910,RU2235966C2,Зеленко В.К. (RU),2002.11.13,2004.09.10
Патрон кольцевого воспламенения для спортивного и...,https://yandex.ru/patents/doc/RU2640436C1_20180109,RU2640436C1,Багров Алексей Анатольевич (RU),2017.05.25,2018.01.09
Спусковой механизм автоматического оружия,https://yandex.ru/patents/doc/RU2476806C1_20130227,RU2476806C1,Громов Владимир Вячеславович (RU),2011.10.07,2013.02.27
Установка автоматического оружия,https://yandex.ru/patents/doc/RU2529572C1_20140927,RU2529572C1,Алексеев Олег Анатольевич (RU),2013.04.08,2014.09.27
Способ получения сферического пороха для патронов...,https://yandex.ru/patents/doc/RU2587451C1_20160620,RU2587451C1,Староверов Александр Александрович (RU),2014.12.23,2016.06.20
Магазин стрелкового оружия,https://yandex.ru/patents/doc/RU2369821C1_20091010,RU2369821C1,Шамаев Владимир Александрович (RU),2008.04.22,2009.10.10
Патрон газодинамический для оружия...,https://yandex.ru/patents/doc/RU2070709C1_19961220,RU2070709C1,Мальчиков Ю.А.,1993.12.05,1996.12.20
Блистерная упаковка для патронов стрелкового...,https://yandex.ru/patents/doc/RU25592U1_20021010,RU25592U1,Огородников В.П.,2001.12.06,2002.10.10
